name,brand,loves,link,price,ingredients
Benefiance Wrinkle Smoothing Eye Cream,Shiseido,22834.0,https://www.sephora.com/product/benefiance-wrinkle-smoothing-eye-cream-P448203?icid2=products,70.0,"Water, Hydrogenated Polydecene,Glycerin,Mineral Oil (Paraffinum Liquidum/Huile Minerale),Petrolatum,Butylene Glycol,Paraffin,Polyglyceryl-2 Diisostearate,Squalane, Glyceryl Oleate,Sodium Pca,Glutamic Acid,Dipropylene Glycol,Carnosine,Beeswax(Cera Alba/Cire D'abeille),Microcrystalline Wax(Cera Microcristallina/Cire Microcristalline), Sodium Hydroxide,Alcohol,Polyethylene,Methylparaben,Tocopheryl Acetate, Ethylparaben,Phytosteryl/Octyldodecyl Lauroyl Glutamate,Fragrance,Trisodium Edta,Tocopherol,Sodium Metabisulfite,Caffeine,Iron Oxides (Ci 77492),Peg/Ppg-14/7 Dimethyl Ether,Ppg-3 Dipivalate,Linalool,Limonene,Sapindus Mukorossi Peel Extract,Citronellol,Uncaria Gambir Extract,Geraniol,Angelica Keiskei Leaf/Stem Extract,Alpha-Isomethyl Ionone,Sanguisorba Officinalis Root Extract,Crataegus Monogyna Flower Extract,Camellia Sinensis Leaf Extract,Sodium Acetylated Hyaluronate,Hydroxyproline,Iron Oxides (Ci 77491),Citrus Junos Seed Extract,Cinnamomum Cassia Bark Extract,Ziziphus Jujuba Fruit Extract,Chlorella Vulgaris Extract,Eucheuma Serra/Grateloupia Sparsa/Saccharina Angustata/Ulva Linza/Undaria Pinnatifida Extract,Carbomer,Sodium Lactate,Bht,Curcuma Longa (Turmeric) Rhizome Extract,Polysorbate 20,Saccharina Angustata/Undaria Pinnatifida Extract,Palmitoyl Tripeptide-1,Palmitoyl Tetrapeptide-7"
Beste™ No. 9 Jelly Cleanser,Drunk Elephant,92563.0,https://www.sephora.com/product/beste-no-9-jelly-cleanser-P426836?icid2=products,32.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Beta Hydroxy Acid (BHA) Blemish + Blackhead Serum,The INKEY List,35748.0,https://www.sephora.com/product/beta-hydroxy-acid-P442871?icid2=products,10.99,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Bienfait Multi-Vital Moisturizing Night Cream,Lancôme,10210.0,https://www.sephora.com/product/bienfait-multi-vital-night-high-potency-night-moisturizing-cream-vita-nutri-8-P185818?icid2=products,56.0,"Aqua/Water, Dimethicone, Hydrogenated Polyisobutene, Paraffinum Liquidum/Mineral Oil/Huile Minerale, Glycerin, Cetyl Alcohol, Butylene Glycol, Peg-100 Stearate, Glyceryl Stearate, Oryza Sativa Bran Oil/Rice Bran Oil, Zea Mays Oil/Corn Oil, Hydroxyethylpiperazine Ethane Sulfonic Acid, Ci 15985/Yellow 6, Ci 19140/Yellow 5, C13-14 Isoparaffin, Tocopheryl Acetate, Tocopherol, Ascorbyl Glucoside, Hydroxycitronellal, Phenoxyethanol, Magnesium Aspartate, Triticum Vulgare Germ Oil/Wheat Germ Oil, Polyacrylamide, Chlorhexidine Digluconate, Polycaprolactone, Panthenol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Benzyl Salicylate, Benzyl Alcohol, Linalool, Zinc Gluconate, Caprylyl Glycol, Alpha-Isomethyl Ionone, Copper Gluconate, Sorbitan Tristearate, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Paraffin, Sesamum Indicum Oil/Sesame Seed Oil, Retinyl Palmitate, Butylphenyl Methylpropional, Laureth-7, Hexyl Cinnamal, Glycine Soja Oil/Soybean Oil, Parfum/Fragrance"
Bienfait Multi-Vital SPF 30 Day Cream Moisturizer,Lancôme,8176.0,https://www.sephora.com/product/bienfait-multi-vital-spf-30-cream-high-potency-vitamin-enriched-daily-moisturizing-cream-P158043?icid2=products,52.0,", Vp/Eicosene Copolymer, Hydrogenated Polyisobutene, Aluminum Starch Octenylsuccinate, Sucrose Stearate, Silica, Poly C10-30 Alkyl Acrylate, Ribes Nigrum (Black Currant) Seed Oil, Tocopheryl Acetate, Ascorbyl Glucoside, Sodium Polyacrylate, Sodium Hydroxide, Hydroxycitronellal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Phenoxyethanol, Stearic Acid, Thermus Thermophillus Ferment, Eugenol, Ethylparaben, Triethanolamine, Palmitic Acid, Helianthus Annuus (Sunflower) Seed Oil, Dimethiconol, Panthenol, Xanthan Gum, Benzyl Salicylate, Benzyl Alcohol, Linalool, Oxothiazolidinecarboxylic Acid, Caprylyl Glycol, Alpha-Isomethyl Ionone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Geraniol, Moringa Pterygosperma Seed Extract, Disodium Edta, Castanea Sativa (Chestnut) Seed Extract, Rosa Canina Fruit Oil, Methylparaben, Citronellol, Hexyldecanol, Hexyldecyl Laurate, Hexyl Cinnamal, Fragrance"
Bio-Performance Advanced Super Revitalizing Cream,Shiseido,19385.0,https://www.sephora.com/product/bio-performance-advanced-super-revitalizing-cream-P173652?icid2=products,82.0,"Water, Glycerin, Cyclomethicone, Butylene Glycol, Dimethicone, Cetyl Octanoate, Squalane, Dimethicone Copolyol, Disteardimonium Hectorite, Hydrogenated C6-14 Olefin Polymers, PEG-150, Mortierella Oil, Phytosteryl Macadamiate, Tocopheryl Acetate, Stearyl Glycyrrhetinate, Arginine HCI, PEG-60 Hydrogenated Castor Oil, Sodium Glutamate, Disodium Adenosine Triphosphate, Saccharomyces Lysate Extract, Sodium Acetylated Hyaluronate, Rosa Roxburghii Extract, Octyl Methoxycinnamate, Agar, Sodium Hexametaphosphate, Trisodium EDTA, Tocopherol, BHT, Ethylparaben, Butylparaben, Methylparaben, Fragrance, Iron Oxides"
Squalane + 10% Lactic Acid Resurfacing Night Serum,Biossance,38462.0,https://www.sephora.com/product/biossance-squalane-10-lactic-acid-resurfacing-night-serum-P453224?icid2=products,62.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Black Tea Firming and De-Puffing Eye Cream,Fresh,48592.0,https://www.sephora.com/product/black-tea-age-delay-eye-concentrate-P384778?icid2=products,68.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Black Tea Corset Cream Firming Moisturizer,Fresh,22784.0,https://www.sephora.com/product/black-tea-firming-corset-cream-P415107?icid2=products,95.0,"Water, Isononyl Isononanoate, CetearylIsononanoate, Hydrogenated Polyisobutene, Butylene Glycol,Glycerin, Pentylene Glycol, Steareth-21, Jojoba Esters, AlpiniaGalanga Leaf Extract, Algin, Saccharomyces Ferment Filtrate,Camellia Sinensis Leaf Extract, Lycium Chinense Fruit Extract,Rubus Fruticosus (Blackberry) Leaf Extract, Litchi Chinensis SeedExtract, Sorbitan Laurate, Sodium Hyaluronate, Hydroxyethylcellu-lose, Adenosine, Acetyl Dipeptide-1 Cetyl Ester, Tocopheryl Acetate,Tocopherol, Myristyl Myristate, Behenyl Alcohol, Cetyl Alcohol,Stearyl Alcohol, Glyceryl Stearate, Decyloxazolidinone, Dimethicone,Diphenylsiloxy Phenyl Trimethicone, Fragrance, Polyacryl-amide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, C13-14Isoparaffin, Xanthan Gum, Sorbitol, Tromethamine, Maltodextrin,Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer, Laureth-7,Polyvinyl Alcohol, BHT, Cellulose Gum, Caprylic/CapricTriglyceride, Citric Acid, Sodium Benzoate, Sodium Citrate,Potassium Sorbate, Biotin, Phenoxyethanol, Linalool,Citronellol, Geraniol"
Black Tea Firming Overnight Mask,Fresh,59749.0,https://www.sephora.com/product/black-tea-firming-overnight-mask-P391799?icid2=products,92.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Black Tea Instant Perfecting Mask,Fresh,63652.0,https://www.sephora.com/product/black-tea-instant-perfecting-mask-P217513?icid2=products,92.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Kombucha Antioxidant Facial Treatment Essence,Fresh,60302.0,https://www.sephora.com/product/black-tea-kombucha-facial-treatment-essence-P428628?icid2=products,68.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Blue Tansy BHA and Enzyme Pore Refining Mask ,Herbivore,115073.0,https://www.sephora.com/product/blue-tansy-aha-bha-resurfacing-clarity-mask-P400207?icid2=products,48.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Bye Bye Breakout™ Full-Coverage Concealer,IT Cosmetics,43611.0,https://www.sephora.com/product/bye-bye-breakout-full-coverage-treatment-concealer-P427736?icid2=products,32.0,"Cyclopentasiloxane, Water, Dimethicone/Vinyl Dimethicone Crosspolymer, Peg/Ppg-18/18 Dimethicone, Isododecane, Silica, Propanediol, Dimethicone, Lauryl Peg/Ppg-18/18 Methicone, Polysilicone-11, Peg-10 Dimethicone, Magnesium Aluminum Silicate, Sodium Chloride, Polyglyceryl-4 Isostearate, Butylene Glycol, Decyl Glucoside, Cetyl Peg/Ppg-10/1 Dimethicone, Disteardimonium Hectorite, Methicone, Hexyl Laurate, Melaleuca Alternifolia (Tea Tree) Leaf Water, Zinc Oxide, Rubus Idaeus (Raspberry) Fruit Extract, Gentiana Lutea Root Extract, Saccharum Officinarum (Sugar Cane) Extract, Lithospermum Erythrorhizon Root Extract, Colloidal Oatmeal, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Glycolic Acid, Salicylic Acid, Allyl Methacrylates Crosspolymer, Kaolin, Hydrolyzed Collagen, Hydrolyzed Silk, Acetyl Octapeptide-3, Acetyl Hexapeptide-8, Sulfur, Retinyl Palmitate, Ascorbyl Palmitate, Tocopheryl Acetate, Glycerin, Caprylyl Glycol, Beta-Glucan, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Calendula Officinalis Flower Extract, Salix Alba (Willow) Bark Extract, Mentha Viridis (Spearmint) Leaf Extract, Curcuma Longa (Turmeric) Root Extract, C12-15 Alkyl Benzoate, Tribehenin, Ceramide Ng, Peg-10 Rapeseed Sterol, Palmitoyl Hexapeptide-12, Steareth-20, N-Hydroxysuccinimide, Chrysin, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Magnolia Acuminata Bark Extract, Chrysanthemum Parthenium (Feverfew) Extract, Agaricus Bisporus Extract, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin, [+/-: Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492, Ci 77491, Ci 77499)]"
C+ Collagen Brighten & Firm Vitamin C Serum,Dr. Dennis Gross Skincare,21668.0,https://www.sephora.com/product/c-collagen-brighten-firm-vitamin-c-serum-P415209?icid2=products,78.0,"(SD Alcohol 40-B), Dimethyl Isosorbide, Hydroxyethylcellulose, Ascorbic Acid, Collagen Amino Acids, Superoxide Dismutase, Glycine, Carnitine HCl, Ubiquinone, Hexylresorcinol, Emblica Officinalis Fruit Extract, Hydrolyzed Soy Protein, Tetrahexyldecyl Ascorbate, Isoquercetin, Mandelic Acid, Pueraria Lobata Root Extract, Curcuma Longa (Turmeric) Root Extract, Phytic Acid, Citric Acid, Tetrasodium EDTA, Sodium Citrate, Butylene Glycol, Xanthan Gum, Polysorbate 20, Sodium Hydroxide, Polysorbate 80, Phenoxyethanol, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate, Caramel"
C.E.O Vitamin C Rich Hydration Cream,SUNDAY RILEY,49658.0,https://www.sephora.com/product/c-e-o-c-e-antioxidant-protect-repair-moisturizer-P416139?icid2=products,65.0,", Chlorphenesin, Citrus Australasica Fruit Extract, Polymethylsilsesquioxane, Terminalia Ferdinandiana Fruit Extract, Butyrospermum Parkii Butter Extract, Camellia Sinensis Leaf Extract, Citrus Junos Fruit Extract, Curcuma Longa Root Extract, Euterpe Oleracea Fruit Extract, Lippia Citriodora Flower Extract, Oenothera Biennis Seed Extract, Rosa Canina Fruit Extract, Alteromonas Ferment Extract, Benzyl Alcohol, Sodium Hyaluronate, Linalool, Dehydroacetic Acid"
C-Firma™ Vitamin C Day Serum,Drunk Elephant,236369.0,https://www.sephora.com/product/c-firma-day-serum-P400259?icid2=products,80.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
C-Tango™ Vitamin C Eye Cream,Drunk Elephant,99238.0,https://www.sephora.com/product/c-tango-multivitamin-eye-cream-P429515?icid2=products,64.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Caffeine Eye Cream,The INKEY List,69620.0,https://www.sephora.com/product/caffeine-eye-cream-P443840?icid2=products,9.99,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Dreamskin Skin Perfector,Dior,24230.0,https://www.sephora.com/product/capture-totale-dreamskin-advanced-P415619?icid2=products,120.0,"Aqua (Water), Dimethicone, Cyclopentasiloxane, Glycerin, Butyrospermum Parkii (Shea) Butter, Niacinamide, Polysilicone-11, Peg-9 Polydimethylsiloxyethyl Dimethicone, Alcohol, Methyl Methacrylate Crosspolymer, Butylene Glycol, Ci 77891 (Titanium Dioxide), Parfum (Fragrance), Mica, Disteardimonium Hectorite, Phenoxyethanol, Boron Nitride, Decyloxazolidinone, Magnesium Sulfate, Sorbitan Sesquioleate, Xylitol, Propylene Carbonate, Citric Acid, Menthoxypropanediol, Ascorbyl Glucoside, Sodium Benzoate, Synthetic Fluorphlogopite, Triethoxycaprylylsilane, Sodium Hydroxide, Adenosine, Saponins, Potassium Sorbate, Limonene, Malva Sylvestris (Mallow) Extract, Aluminum Hydroxide, Ci 77491 (Iron Oxides), Tocopherol, Geraniol, Saccharide Isomerate, Palmaria Palmata Extract, Alpha-Isomethyl Ionone, Citronellol, Ci 77492 (Iron Oxides), Citral, Aframomum Angustifolium Seed Extract, Jasminum Officinale (Jasmine) Flower Extract"
Vinoperfect Brightening Moisturizer with Niacinamide,Caudalie,15412.0,https://www.sephora.com/product/caudalie-vinoperfect-brightening-moisturizer-with-niacinamide-P456614?icid2=products,59.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Ceramic Slip Cleanser,SUNDAY RILEY,43526.0,https://www.sephora.com/product/ceramic-slip-clay-cleanser-P309310?icid2=products,35.0,"-Neroli Extract: Brings a soothing, bright, and zen-like experience to your skin"
